id;category;topic;difficulty;question;answer1;answer2;answer3;answer4;correctAnswer;explanation;media
netzwerk-074;Netzwerk;;medium;Warum muss ein Webserver nicht ausschließlich auf Port 443 betrieben werden?;Port 443 ist der Standard für HTTPS, technisch kann der Dienst auch auf einem anderen freien Port lauschen.;HTTPS bestimmt seinen Port ausschließlich aus der MAC-Adresse.;TCP erlaubt keine fest definierten Standardports.;Jeder Server darf nur Ports oberhalb 49151 verwenden.;0;"Standardports dienen der Konvention und Interoperabilität; technisch kann ein Dienst auf einem anderen Port laufen.";
netzwerk-075;Netzwerk;;hard;Welche Aussage beschreibt Encapsulation korrekt?;Jede Netzwerkschicht ergänzt eigene Steuerinformationen um die Nutzdaten der höheren Schicht.;Alle Schichten ersetzen denselben Header nacheinander vollständig.;Nur Layer 7 besitzt Header, alle unteren Schichten übertragen reine Nutzdaten.;Encapsulation bedeutet ausschließlich Verschlüsselung durch HTTPS.;0;Beim Kapseln werden z. B. Anwendungsdaten in TCP/UDP, dann IP und schließlich Ethernet eingebettet.;
netzwerk-076;Netzwerk;Topologien;medium;Was beschreibt eine Netzwerktopologie?;Nur die IP-Adressen aller Geräte;Wie Geräte verbunden sind und wie Daten übertragen werden;Nur die verwendeten Betriebssysteme;Nur die Kabellänge eines Netzwerks;1;Eine Netzwerktopologie beschreibt die Verbindung der Geräte und den Weg der Datenübertragung.;
netzwerk-077;Netzwerk;Topologien;medium;Was beschreibt die physikalische Topologie eines Netzwerks?;Wie die Kabel tatsächlich verlegt sind;Wie Daten logisch von A nach B reisen;Welche Ports ein Server verwendet;Welche IP-Adresse ein Router besitzt;0;Die physikalische Topologie beschreibt die tatsächlich sichtbare Verkabelung.;
netzwerk-078;Netzwerk;Topologien;medium;Was beschreibt die logische Topologie?;Die Position der Geräte im Raum;Die Kabelfarbe;Den digitalen Weg der Daten;Die Größe des Serverraums;2;Die logische Topologie beschreibt, wie Daten von A nach B gelangen.;
netzwerk-079;Netzwerk;Topologien;medium;Woran erkennt man eine Sterntopologie?;Alle Geräte teilen sich ein Hauptkabel;Alle Geräte sind einzeln mit einem zentralen Verteiler verbunden;Alle Geräte bilden einen geschlossenen Kreis;Jedes Gerät ist direkt mit jedem anderen verbunden;1;Bei der Sterntopologie ist jedes Endgerät separat mit einem zentralen Verteiler, z. B. einem Switch, verbunden.;
netzwerk-080;Netzwerk;Topologien;medium;Was passiert in einer Sterntopologie typischerweise, wenn nur das Kabel eines einzelnen PCs ausfällt?;Das gesamte Netz fällt aus;Nur dieser PC ist betroffen;Alle Switches starten neu;Die Broadcastadresse ändert sich;1;Ein einzelner Kabel- oder PC-Ausfall bleibt bei der Sterntopologie normalerweise lokal.;
netzwerk-081;Netzwerk;Topologien;medium;Welcher Nachteil ist typisch für die Sterntopologie?;Der zentrale Verteiler kann ein Single Point of Failure sein;Es gibt keine Erweiterungsmöglichkeit;Jedes Gerät benötigt zwingend zwei Netzwerkkarten;Es gibt keine eigene Bandbreite zum Verteiler;0;Fällt der zentrale Switch aus, kann die gesamte Sternstruktur ausfallen.;
netzwerk-082;Netzwerk;Topologien;medium;Welcher Vorteil passt zur Sterntopologie?;Sehr geringer Kabelaufwand;Leichte Fehlersuche;Keine zentrale Komponente;Keine Installationskosten;1;Die getrennten Leitungen machen Fehler meist leichter lokalisierbar.;
netzwerk-083;Netzwerk;Topologien;medium;Was kennzeichnet eine Bustopologie?;Alle Geräte hängen an einer gemeinsamen Bus-Leitung;Alle Geräte sind mit einem zentralen Switch verbunden;Jedes Gerät besitzt zwei redundante Verbindungen;Es gibt immer einen Server in der Mitte;0;Bei der Bustopologie teilen sich die Geräte ein gemeinsames Hauptkabel.;
netzwerk-084;Netzwerk;Topologien;medium;Welche Aufgabe haben Terminatoren bei einer klassischen Bustopologie?;Sie vergeben IP-Adressen;Sie verhindern Signalreflexionen an den Kabelenden;Sie verschlüsseln Daten;Sie ersetzen einen Switch;1;Terminatoren an beiden Enden verhindern, dass Signale zurückreflektiert werden.;
netzwerk-085;Netzwerk;Topologien;medium;Welcher Vorteil ist typisch für die Bustopologie?;Extrem hohe Ausfallsicherheit;Geringer Kabelaufwand;Volle Redundanz;Leichte Fehlersuche bei Kabelbruch;1;Die Busstruktur benötigt vergleichsweise wenig Kabel.;
netzwerk-086;Netzwerk;Topologien;medium;Was ist ein typischer Nachteil der Bustopologie?;Hoher Verkabelungsaufwand;Kollisionsgefahr und Geschwindigkeitsverlust;Jedes Gerät benötigt einen eigenen Switch;Keine Geräte können hinzugefügt werden;1;Da sich Geräte ein Medium teilen, können Kollisionen und Leistungsprobleme auftreten.;
netzwerk-087;Netzwerk;Topologien;medium;Was beschreibt eine Ringtopologie am besten?;Alle Geräte sind kreisförmig miteinander verbunden;Alle Geräte verbinden sich nur mit einem Server;Alle Geräte teilen sich einen Terminator;Nur zwei Geräte sind direkt verbunden;0;Bei der Ringtopologie bilden die Teilnehmer einen Ring.;
netzwerk-089;Netzwerk;Topologien;medium;Was kennzeichnet eine Baumtopologie bzw. erweiterte Sterntopologie?;Mehrere Sterne werden hierarchisch miteinander verbunden;Alle Geräte hängen an exakt einem Koaxialkabel;Es gibt keine zentralen Verteiler;Jedes Gerät ist mit jedem anderen direkt verbunden;0;Mehrere Sternstrukturen werden hierarchisch zu einem Baum verbunden.;
netzwerk-090;Netzwerk;Topologien;hard;Was passiert bei einer Baumtopologie, wenn ein Verteiler in einem Unterbaum ausfällt?;Nur ein einzelnes Endgerät ist betroffen;Der von diesem Verteiler abhängige Unterbaum kann unerreichbar werden;Das gesamte Internet fällt aus;Die IP-Adressen werden automatisch geändert;1;Der Ausfall eines Verteilers betrifft typischerweise den daran hängenden Unterbaum.;
netzwerk-091;Netzwerk;Topologien;medium;Was ist eine Punkt-zu-Punkt-Topologie?;Eine direkte Verbindung zwischen exakt zwei Geräten;Ein Ring aus zwei Switches und mehreren Clients;Ein Bus mit zwei Terminatoren;Ein vollständig vermaschtes Netz;0;Punkt-zu-Punkt bedeutet eine direkte Verbindung zwischen genau zwei Partnern.;
netzwerk-092;Netzwerk;Topologien;medium;Welcher Nachteil ist typisch für Punkt-zu-Punkt?;Keine Skalierbarkeit;Keine Geschwindigkeit;Hoher Verwaltungsaufwand durch viele Server;Immer hohe Kollisionsgefahr;0;Die direkte Verbindung ist einfach und schnell, aber nicht für große Netze skalierbar.;
netzwerk-093;Netzwerk;Topologien;medium;Wann spricht man von einem vollständig vermaschten Netz (Full Mesh)?;Wenn jedes Gerät mit genau einem Switch verbunden ist;Wenn jeder Teilnehmer direkt mit jedem anderen verbunden ist;Wenn nur zwei Geräte verbunden sind;Wenn alle Geräte ein gemeinsames Kabel verwenden;1;Full Mesh bedeutet direkte Verbindung jedes Teilnehmers mit jedem anderen.;
netzwerk-095;Netzwerk;Topologien;medium;Welcher Vorteil passt besonders zu einer Mesh-Topologie?;Extrem hohe Ausfallsicherheit;Minimaler Verkabelungsaufwand;Sehr einfacher Aufbau;Keine alternativen Datenwege;0;Mesh bietet mehrere mögliche Wege und dadurch hohe Ausfallsicherheit.;
netzwerk-096;Netzwerk;Netzwerkarten;medium;Welche Netzwerkart verbindet Geräte in der direkten Umgebung einer Person über wenige Meter?;PAN;LAN;MAN;WAN;0;PAN steht für Personal Area Network und umfasst die direkte persönliche Umgebung.;
netzwerk-097;Netzwerk;Netzwerkarten;medium;Welche Netzwerkart passt typischerweise zu einem Raum, Gebäude oder Firmengelände?;PAN;LAN;MAN;GAN;1;LAN ist ein lokales Netzwerk in einem begrenzten Gebiet.;
netzwerk-098;Netzwerk;Netzwerkarten;medium;Welche Netzwerkart beschreibt ein Netz über eine Stadt oder Region?;PAN;LAN;MAN;GAN;2;MAN steht für Metropolitan Area Network.;
netzwerk-099;Netzwerk;Netzwerkarten;medium;Welche Netzwerkart verbindet große Entfernungen wie mehrere Städte oder Länder?;PAN;LAN;WAN;VLAN;2;WAN steht für Wide Area Network.;
netzwerk-100;Netzwerk;Netzwerkarten;medium;Was beschreibt ein GAN am besten?;Ein Netzwerk innerhalb eines Zimmers;Ein weltweites Netzwerk über Länder und Kontinente;Eine direkte Verbindung zwischen zwei Geräten;Ein lokales Funknetz;1;GAN steht für Global Area Network.;
netzwerk-101;Netzwerk;Netzwerkarchitektur;medium;Was kennzeichnet ein Peer-to-Peer-Netzwerk (P2P)?;Es gibt zwingend einen zentralen Server;Alle Teilnehmer sind grundsätzlich gleichberechtigt;Nur ein Client darf Ressourcen anbieten;Es funktioniert nur mit WLAN;1;"P2P verzichtet auf eine zentrale Steuereinheit; Teilnehmer können gleichberechtigt Ressourcen anbieten.";
netzwerk-102;Netzwerk;Netzwerkarchitektur;medium;Welcher Vorteil kann ein Peer-to-Peer-Netzwerk bieten?;Kein Single Point of Failure;Zentrale und einfache Verwaltung;Keine Sicherheitsrisiken;Nur ein Gerät muss laufen;0;P2P besitzt nicht zwingend einen einzelnen zentralen Ausfallpunkt.;
netzwerk-103;Netzwerk;Netzwerkarchitektur;medium;Welcher Nachteil passt zu P2P?;Schwierige Verwaltung;Zwingend sehr hohe Serverkosten;Keine Skalierbarkeit;Nur ein Gerät kann Daten senden;0;Die dezentrale Struktur kann Verwaltung und Sicherheit erschweren.;
netzwerk-104;Netzwerk;Netzwerkarchitektur;medium;Was ist die Grundidee eines Client-Server-Netzwerks?;Clients stellen immer alle Dienste bereit;Server bieten Dienste und Ressourcen an, die Clients nutzen;Alle Geräte sind ohne Rollen gleichberechtigt;Es gibt keine zentrale Ressource;1;Im Client-Server-Modell stellen Server Dienste/Ressourcen bereit und Clients greifen darauf zu.;
netzwerk-105;Netzwerk;Netzwerkarchitektur;hard;Welche Aussage unterscheidet Client-Server am besten von P2P?;Client-Server kennt getrennte Rollen für Anbieter und Nutzer von Diensten;P2P benötigt zwingend einen Hauptserver;Client-Server funktioniert nur in WANs;P2P besitzt niemals Sicherheitsrisiken;0;Client-Server trennt typischerweise Server- und Clientrollen, während P2P dezentraler und gleichberechtigter ist.;
netzwerk-106;Netzwerk;IPv4;medium;Was bedeutet bei 192.168.10.15/24 die Angabe /24?;24 Geräte sind erlaubt;Die ersten 24 Bit gehören zum Netzpräfix;Die letzten 24 Bit gehören zum Host;Port 24 wird verwendet;1;/24 bezeichnet die Länge des Netzpräfixes in Bit.;
netzwerk-107;Netzwerk;IPv4;medium;Welche Subnetzmaske entspricht einem /24-Netz?;255.0.0.0;255.255.0.0;255.255.255.0;255.255.255.255;2;/24 entspricht 255.255.255.0.;
netzwerk-108;Netzwerk;IPv4;medium;Welche Adresse ist im Beispielnetz 192.168.10.0/24 die Netzadresse?;192.168.10.0;192.168.10.1;192.168.10.254;192.168.10.255;0;Im /24-Beispiel ist .0 die Netzadresse.;
netzwerk-109;Netzwerk;IPv4;medium;Welche Adresse ist im Beispielnetz 192.168.10.0/24 die Broadcastadresse?;192.168.10.0;192.168.10.1;192.168.10.254;192.168.10.255;3;Im /24-Beispiel ist .255 die Broadcastadresse.;
netzwerk-110;Netzwerk;IPv4;medium;Wozu dient eine Broadcastadresse?;Um genau einen einzelnen Host anzusprechen;Um alle Geräte im jeweiligen Netzwerksegment anzusprechen;Um eine Domain in eine IP zu übersetzen;Um Ports zu verschlüsseln;1;Broadcast ist für Nachrichten an alle Teilnehmer des jeweiligen Netzes vorgesehen.;
netzwerk-111;Netzwerk;IPv4;medium;Wie viele Bit enthält ein IPv4-Oktett?;4;8;16;32;1;Ein IPv4-Oktett besteht aus 8 Bit.;
netzwerk-112;Netzwerk;IPv4;medium;Welchem Dezimalwert entspricht das Binärmuster 10000000?;64;128;192;255;1;Das höchstwertige Bit eines Oktetts hat den Wert 128.;
netzwerk-113;Netzwerk;IPv4;hard;Welche Binärdarstellung entspricht dem Dezimalwert 192 in einem Oktett?;10000000;11000000;11100000;11111111;1;192 = 128 + 64, also 11000000.;
netzwerk-114;Netzwerk;Subnetting;medium;Was ist die Grundidee von Subnetting?;Ein großes Netzwerk in mehrere kleinere Unternetze aufzuteilen;Alle Geräte in ein einziges großes Broadcastnetz zu legen;DNS durch IP-Adressen zu ersetzen;Nur WLAN-Geräte zu verbinden;0;Subnetting teilt ein größeres Netzwerk in kleinere eigenständige Teilnetze.;
netzwerk-117;Netzwerk;CSMA;medium;Welches Zugriffsverfahren wird typischerweise bei WLAN verwendet?;CSMA/CD;CSMA/CA;ARP;NAT;1;CSMA/CA steht für Collision Avoidance und wird dort WLAN zugeordnet.;
netzwerk-118;Netzwerk;CSMA;medium;Was versucht CSMA/CA zu tun?;Kollisionen erst nachträglich erkennen;Vor dem Senden prüfen, ob das Medium frei ist;IP-Adressen automatisch vergeben;Pakete zu verschlüsseln;1;CSMA/CA versucht Kollisionen vorab zu vermeiden.;
netzwerk-119;Netzwerk;CSMA;medium;Welches Zugriffsverfahren wird klassisch mit kabelgebundenem Ethernet verbunden?;CSMA/CA;CSMA/CD;DNS;DHCP;1;CSMA/CD steht für Collision Detection und wird kabelgebundenen Netzen zugeordnet.;
netzwerk-120;Netzwerk;CSMA;medium;Was macht CSMA/CD bei einer Kollision?;Es erkennt die Kollision während der Übertragung und stoppt;Es verschlüsselt das Paket neu;Es ändert die IP-Adresse;Es startet DNS neu;0;Collision Detection erkennt eine Kollision während der Übertragung und bricht die Sendung ab.;
netzwerk-121;Netzwerk;OSI;medium;Wozu dient das OSI-Modell hauptsächlich?;Als Referenzmodell für Kommunikation zwischen technischen Systemen;Zur Vergabe von IP-Adressen;Zum Speichern von Dateien;Zum Entwerfen von Webseiten;0;Das OSI-Modell ist ein Referenzmodell für die Kommunikation zwischen technischen Systemen.;
netzwerk-122;Netzwerk;OSI;medium;Wie viele Schichten hat das OSI-Modell?;4;5;6;7;3;Das OSI-Modell besteht aus sieben Schichten.;
netzwerk-123;Netzwerk;OSI;medium;Welche Reihenfolge beginnt oben bei Schicht 7?;Anwendung, Darstellung, Sitzung;Bitübertragung, Sicherung, Vermittlung;Transport, Vermittlung, Sicherung;Sitzung, Anwendung, Darstellung;0;Schicht 7 bis 5 lauten Anwendung, Darstellung, Sitzung.;
netzwerk-124;Netzwerk;OSI;medium;Welche OSI-Schichten gelten als anwendungsorientiert?;1 bis 3;1 bis 4;5 bis 7;2 bis 5;2;Schichten 7 bis 5 werden als anwendungsorientiert bezeichnet.;
netzwerk-125;Netzwerk;OSI;medium;Welche OSI-Schichten gelten als transportorientiert?;1 bis 4;4 bis 7;5 bis 7;2 bis 6;0;Schichten 4 bis 1 werden als transportorientiert bezeichnet.;
netzwerk-126;Netzwerk;OSI;medium;In welcher Richtung durchlaufen Daten beim Senden das OSI-Modell?;Von Schicht 1 nach 7;Von Schicht 7 nach 1;Nur Schicht 4;Zufällig;1;Beim Senden werden die Schichten von oben nach unten durchlaufen.;
netzwerk-127;Netzwerk;OSI;medium;In welcher Richtung durchlaufen Daten beim Empfangen das OSI-Modell?;Von Schicht 1 nach 7;Von Schicht 7 nach 1;Nur Schicht 3 nach 2;Es gibt keine Reihenfolge;0;Beim Empfangen werden die Schichten von unten nach oben durchlaufen.;
netzwerk-128;Netzwerk;OSI;medium;Welche OSI-Schicht ist für Kabel, Funkwellen oder Lichtpulse zuständig?;Schicht 1 Bitübertragung;Schicht 3 Vermittlung;Schicht 5 Sitzung;Schicht 7 Anwendung;0;Die Bitübertragungsschicht überträgt Bits über physische Medien.;
netzwerk-129;Netzwerk;OSI;medium;Welche OSI-Schicht arbeitet mit MAC-Adressen im lokalen Netz?;Schicht 1;Schicht 2;Schicht 4;Schicht 7;1;Schicht 2 Sicherung wird mit MAC-Adressen und lokalem Netz verbunden.;
netzwerk-130;Netzwerk;OSI;medium;Welche OSI-Schicht wird mit IP-Adressen und Routing verbunden?;Schicht 2;Schicht 3;Schicht 5;Schicht 6;1;Schicht 3 Vermittlung behandelt IP und Routing.;
netzwerk-131;Netzwerk;OSI;medium;Welche OSI-Schicht wird mit TCP/UDP verbunden?;Schicht 2;Schicht 3;Schicht 4;Schicht 7;2;TCP/UDP werden der Transportschicht 4 zugeordnet.;
netzwerk-132;Netzwerk;OSI;medium;Welche OSI-Schicht hält Sitzungen bzw. Verbindungen aufrecht?;Schicht 2;Schicht 4;Schicht 5;Schicht 7;2;Schicht 5 ist die Sitzungsschicht.;
netzwerk-133;Netzwerk;OSI;medium;Welche OSI-Schicht ist für Formatierung, Übersetzung und Darstellung zuständig?;Schicht 3;Schicht 5;Schicht 6;Schicht 7;2;Schicht 6 ist die Darstellungsschicht.;
netzwerk-134;Netzwerk;OSI;medium;Welche OSI-Schicht stellt Netzwerkdienste für Anwendungen bereit?;Schicht 1;Schicht 4;Schicht 6;Schicht 7;3;Schicht 7 ist die Anwendungsschicht.;
netzwerk-135;Netzwerk;OSI;hard;Welche systematische Vorgehensweise eignet sich zur Fehlersuche anhand des OSI-Modells?;Von oben nach unten, beginnend mit der Anwendung;Von unten nach oben, beginnend mit Kabel/WLAN;Nur Schicht 7 prüfen;Zuerst immer DNS löschen;1;Die Fehlersuche erfolgt von unten nach oben: zuerst physische Verbindung, dann Netz, Verbindung und zuletzt Anwendung.;
netzwerk-136;Netzwerk;Anwendungsschicht;medium;Was ist ein Protokoll im Netzwerk-Kontext?;Ein vereinbarter Satz von Regeln für die Kommunikation;Eine physische Netzwerkkarte;Eine IP-Adresse;Ein Dateiformat;0;Ein Protokoll legt Regeln wie Reihenfolge, Format und Antworten fest.;
netzwerk-137;Netzwerk;HTTP-HTTPS;medium;Wofür steht HTTP?;Hypertext Transfer Protocol;Host Transmission Routing Process;High Transfer Protection;Hyperlink Tunnel Relay Protocol;0;HTTP steht für Hypertext Transfer Protocol.;
netzwerk-138;Netzwerk;HTTP-HTTPS;medium;Wie läuft eine typische HTTP-Kommunikation ab?;Request vom Client, Response vom Server;Response vom Client, Request vom Server;Nur Broadcasts;Nur verschlüsselte UDP-Pakete;0;HTTP folgt typischerweise dem Anfrage-Antwort-Prinzip.;
netzwerk-139;Netzwerk;HTTP-HTTPS;medium;Was bedeutet HTTP-Statuscode 200?;Not Found;OK;Busy;Timeout;1;200 steht für eine erfolgreiche Antwort.;
netzwerk-140;Netzwerk;HTTP-HTTPS;medium;Was bedeutet HTTP-Statuscode 404?;OK;Not Found;Internal Server Error;Request Timeout;1;404 bedeutet, dass die angeforderte Ressource nicht gefunden wurde.;
netzwerk-141;Netzwerk;HTTP-HTTPS;medium;Was ist der zentrale Sicherheitsnachteil von normalem HTTP?;Es funktioniert nur offline;Daten werden unverschlüsselt als Klartext übertragen;Es unterstützt keine Webseiten;Es benötigt keinen Server;1;Normales HTTP schützt den Inhalt nicht durch Verschlüsselung.;
netzwerk-142;Netzwerk;HTTP-HTTPS;medium;Was ist HTTPS vereinfacht gesagt?;HTTP mit verschlüsselter Übertragung;HTTP ohne Server;DNS über WLAN;FTP mit Port 53;0;HTTPS schützt die HTTP-Kommunikation durch Verschlüsselung, typischerweise TLS.;
netzwerk-143;Netzwerk;HTTP-HTTPS;medium;Welches Protokoll gilt als moderner Nachfolger von SSL?;FTP;TLS;SMTP;POP3;1;TLS ist der moderne Nachfolger von SSL.;
netzwerk-144;Netzwerk;HTTP-HTTPS;hard;Welche Aussage zu SSL/TLS ist korrekt?;SSL ist moderner als TLS;TLS dient der sicheren Verschlüsselung im Internet;TLS ersetzt DNS;SSL/TLS sind reine Bildformate;1;"TLS dient der verschlüsselten Datenübertragung; SSL wird als veraltet beschrieben.";
netzwerk-145;Netzwerk;E-Mail-Protokolle;medium;Welches Protokoll dient primär zum Senden und Weiterleiten von E-Mails?;SMTP;IMAP;POP3;DNS;0;SMTP ist das Standardprotokoll zum Senden und Weiterleiten von E-Mails.;
netzwerk-146;Netzwerk;E-Mail-Protokolle;medium;Welche Aufgabe übernimmt SMTP NICHT?;E-Mails versenden;E-Mails zwischen Mailservern weiterleiten;E-Mails abrufen;Mit einem Mailserver kommunizieren;2;SMTP dient dem Versand, nicht dem Abruf von E-Mails.;
netzwerk-147;Netzwerk;E-Mail-Protokolle;medium;Welches Protokoll eignet sich besonders für dieselbe Mailbox auf Smartphone, Tablet und Laptop?;IMAP;POP3;FTP;HTTP;0;IMAP hält die Mails auf dem Server und synchronisiert Zustände zwischen Geräten.;
netzwerk-148;Netzwerk;E-Mail-Protokolle;medium;Wo bleiben E-Mails bei IMAP typischerweise gespeichert?;Nur lokal auf einem Gerät;Auf dem Server;Nur im Router;Im DNS-Cache;1;Bei IMAP bleiben die E-Mails auf dem Server.;
netzwerk-149;Netzwerk;E-Mail-Protokolle;medium;Welche Aussage beschreibt POP3 am besten?;Mails werden typischerweise heruntergeladen und danach vom Server entfernt;Mails bleiben immer synchron auf mehreren Geräten;Es sendet ausschließlich E-Mails;Es verschlüsselt Webseiten;0;POP3 wird als Abrufverfahren beschrieben, bei dem Mails lokal gespeichert und vom Server entfernt werden können.;
netzwerk-150;Netzwerk;E-Mail-Protokolle;hard;Eine Nutzerin liest eine Mail auf dem Handy und sie erscheint auch auf dem Laptop als gelesen. Welches Protokoll passt am besten?;SMTP;POP3;IMAP;FTP;2;IMAP synchronisiert den Zustand der Mailbox über mehrere Geräte.;
netzwerk-151;Netzwerk;FTP-SFTP;medium;Wofür wird FTP verwendet?;Dateien hoch- und herunterladen;Domains in IP-Adressen auflösen;E-Mails synchronisieren;Sitzungen für VoIP aufbauen;0;FTP dient der Dateiübertragung zwischen Client und Server.;
netzwerk-152;Netzwerk;FTP-SFTP;medium;Was ist der wesentliche Sicherheitsnachteil von normalem FTP?;Es kann keine Dateien übertragen;Daten und Passwörter können unverschlüsselt übertragen werden;Es funktioniert nur lokal;Es benötigt keinen Server;1;Normales FTP wird als unsicher beschrieben, da Inhalte und Zugangsdaten im Klartext übertragen werden können.;
netzwerk-153;Netzwerk;FTP-SFTP;medium;Was ist SFTP?;Eine sichere, verschlüsselte Dateiübertragung über SSH;Ein DNS-Server;Ein E-Mail-Protokoll;Ein Webbrowser;0;SFTP verwendet SSH für eine verschlüsselte Dateiübertragung.;
netzwerk-154;Netzwerk;FTP-SFTP;hard;Welche Kombination ist korrekt?;FTP = verschlüsselt, SFTP = Klartext;FTP = Klartext, SFTP = verschlüsselt;FTP = DNS, SFTP = SMTP;Beide sind ausschließlich E-Mail-Protokolle;1;FTP überträgt Daten typischerweise unverschlüsselt, während SFTP eine verschlüsselte Verbindung nutzt.;
netzwerk-155;Netzwerk;DNS;medium;Welche Hauptaufgabe hat DNS?;Namensauflösung von Domains zu IP-Adressen;Vergabe von MAC-Adressen;Verschlüsselung von Dateien;Übertragung von E-Mails;0;DNS übersetzt lesbare Namen in IP-Adressen.;
netzwerk-156;Netzwerk;DNS;medium;Welcher anschauliche Vergleich beschreibt die Aufgabe von DNS?;Telefonbuch des Internets;Briefkasten;Pizzabote;Netzwerkkabel;0;DNS wird als Telefonbuch bzw. Dolmetscher des Internets beschrieben.;
netzwerk-157;Netzwerk;DNS;medium;Welcher Standard-Port wird für DNS verwendet?;21;25;53;443;2;DNS verwendet standardmäßig Port 53.;
netzwerk-158;Netzwerk;DNS;medium;Welcher Befehl kann zur DNS-Analyse verwendet werden?;nslookup;format;mkdir;taskkill;0;nslookup wird zur Namensauflösung bzw. DNS-Analyse verwendet.;
netzwerk-159;Netzwerk;DNS;hard;Welche Aussage über DNS ist korrekt?;DNS sagt einem Webserver, welche Webseite er ausliefern soll;DNS hilft dem Computer, die IP-Adresse zu einem Namen zu finden;DNS verschlüsselt HTTP automatisch;DNS ersetzt Routing;1;DNS dient der Namensauflösung und nicht der Steuerung der Anwendung.;
netzwerk-160;Netzwerk;DNS;medium;Welcher Windows-Befehl zeigt die Route beziehungsweise die Hops zu einem Ziel?;tracert;nslookup;echo;cls;0;tracert zeigt die Stationen/Hops auf dem Weg zum Ziel.;
netzwerk-161;Netzwerk;OSI Schicht 6;medium;Was ist die Hauptaufgabe der Darstellungsschicht (Schicht 6)?;Daten passend, lesbar und sicher darstellen;IP-Routen auswählen;MAC-Adressen vergeben;Kabelsignale erzeugen;0;Schicht 6 kümmert sich um Darstellung, Formatumwandlung, Verschlüsselung und Kompression.;
netzwerk-162;Netzwerk;OSI Schicht 6;medium;Welche drei Aufgaben werden der OSI-Schicht 6 zugeordnet?;Übersetzen, Verschlüsseln, Komprimieren;Routing, Switching, NAT;Senden, Empfangen, Löschen;Adressieren, Drucken, Speichern;0;Die Darstellungsschicht übersetzt Formate, verschlüsselt und komprimiert.;
netzwerk-163;Netzwerk;OSI Schicht 6;medium;Welches Beispiel gehört zur Zeichencodierung und damit zur Darstellungsschicht?;UTF-8;IP;MAC;TCP;0;UTF-8 ist eine Zeichencodierung und wird der Darstellungsebene zugeordnet.;
netzwerk-164;Netzwerk;OSI Schicht 6;medium;Welche Gruppe besteht aus Datenformaten beziehungsweise Standards und nicht aus Netzwerkprotokollen?;JPEG, PNG, UTF-8, JSON, gzip;HTTP, SMTP, DNS, FTP;TCP, UDP, IP, ARP;SIP, RPC, NetBIOS, PPTP;0;JPEG/PNG/UTF-8/JSON/gzip werden als Formate bzw. Standards genannt.;
netzwerk-165;Netzwerk;OSI Schicht 6;medium;Was ist ASCII?;Eine Zeichencodierung für Buchstaben, Zahlen und Zeichen;Ein Routingprotokoll;Ein Dateitransferprotokoll;Eine Netzwerktopologie;0;ASCII codiert Zeichen als Zahlenwerte.;
netzwerk-166;Netzwerk;OSI Schicht 6;medium;Wie viele Zeichenplätze hat das ursprüngliche ASCII-System?;64;128;256;1024;1;Das ursprüngliche ASCII umfasst 128 Zeichenplätze.;
netzwerk-167;Netzwerk;OSI Schicht 6;medium;Warum reicht ASCII für moderne internationale Texte nicht aus?;Es unterstützt nur englische Grundzeichen und zu wenige Zeichen;Es ist verschlüsselt;Es funktioniert nur im WLAN;Es ist ein Bildformat;0;ASCII hat zu wenige Zeichenplätze für Umlaute, viele Schriftsysteme und Emojis.;
netzwerk-168;Netzwerk;OSI Schicht 6;medium;Welche Codierung unterstützt internationale Zeichen umfassend?;UTF-8;ASCII-7;POP3;FTP;0;UTF-8 unterstützt eine sehr große Zahl internationaler Zeichen.;
netzwerk-169;Netzwerk;OSI Schicht 6;hard;Eine Webseite zeigt 'Ã¤' statt 'ä'. Welche OSI-Schicht ist bei einem Darstellungs- oder Codierungsproblem am ehesten betroffen?;Schicht 2;Schicht 3;Schicht 6;Schicht 7;2;Ein fehlerhaft dargestelltes Zeichen deutet auf ein Encoding-/Darstellungsproblem in Schicht 6.;
netzwerk-170;Netzwerk;OSI Schicht 6;hard;Welcher OSI-Schicht lässt sich ERR_ENCODING_UNSUPPORTED am ehesten zuordnen?;Schicht 4;Schicht 5;Schicht 6;Schicht 7;2;Der Fehler betrifft Zeichencodierung oder Kompression und wird Schicht 6 zugeordnet.;
netzwerk-171;Netzwerk;OSI Schicht 6;hard;Welcher OSI-Schicht lässt sich ERR_SSL_PROTOCOL_ERROR in diesem Schichtenmodell am ehesten zuordnen?;Schicht 1;Schicht 3;Schicht 6;Schicht 7;2;Ein SSL/TLS-Handshake- beziehungsweise Protokollfehler wird hier der Darstellungsschicht zugeordnet.;
netzwerk-172;Netzwerk;OSI Schicht 6;medium;Welche Merkhilfe unterscheidet Schicht 7 von Schicht 6?;Schicht 7: WAS wird gesendet? Schicht 6: WIE sieht es aus?;Schicht 7: Welche MAC? Schicht 6: Welche IP?;Schicht 7: Welche Route? Schicht 6: Welche Leitung?;Schicht 7: Welches Kabel? Schicht 6: Welcher Switch?;0;Schicht 7 behandelt, WAS gesendet wird, während Schicht 6 beschreibt, WIE die Daten dargestellt werden.;
