id;category;topic;difficulty;question;answer1;answer2;answer3;answer4;correctAnswer;explanation;media
rechnungen-082;Rechnungen;Produktivität;medium;Ein Team produziert mit 5 Mitarbeitern 20 Module. Nach einer Verbesserung produziert es 25 Module mit denselben 5 Mitarbeitern. Was ist passiert?;Die Produktivität ist gestiegen;Die Produktivität ist gesunken;Die Wirtschaftlichkeit muss gesunken sein;Die Fixkosten wurden null;0;Bei gleichem Input wird mehr Output erzeugt. Damit steigt die Produktivität.;
rechnungen-083;Rechnungen;Textverständnis;medium;Was bedeutet „bei gleicher Besetzung“?;Die Zahl der Mitarbeiter bleibt gleich;Alle Mitarbeiter werden ersetzt;Die Kosten bleiben zwingend gleich;Die Absatzmenge bleibt gleich;0;„Besetzung“ bezeichnet hier die personelle Ausstattung. „Bei gleicher Besetzung“ bedeutet gleiche Mitarbeiterzahl.;
rechnungen-084;Rechnungen;Textverständnis;medium;Was bedeutet „Ausbringungsmenge“?;Die erzeugte beziehungsweise produzierte Menge;Die Höhe der Fixkosten;Der Einkaufspreis;Die Arbeitszeit eines einzelnen Mitarbeiters;0;„Ausbringungsmenge“ bezeichnet den Output beziehungsweise die produzierte Menge.;
rechnungen-085;Rechnungen;TCO;medium;Ein Server kostet 10.000 € in der Anschaffung. Zusätzlich entstehen über die Nutzungsdauer 8.000 € Betriebskosten und 2.000 € Wartungskosten. Wie hoch ist die TCO dieser drei Positionen?;10.000 €;18.000 €;20.000 €;80.000 €;2;TCO = 10.000 € + 8.000 € + 2.000 € = 20.000 €.;
rechnungen-086;Rechnungen;Textverständnis;medium;Was bedeutet „einmalige Kosten“?;Kosten, die nur einmal anfallen;Kosten, die jeden Monat anfallen;Kosten, die mit jeder produzierten Einheit steigen;Kosten ohne festen Betrag;0;„Einmalig“ bedeutet, dass die Kosten nur zu einem bestimmten Zeitpunkt beziehungsweise einmal entstehen.;
rechnungen-087;Rechnungen;Textverständnis;medium;Was bedeutet „laufende Kosten“?;Kosten, die regelmäßig während des Betriebs anfallen;Nur die Anschaffungskosten;Ein einmaliger Gewinn;Kosten, die bereits vollständig bezahlt wurden und nie wieder entstehen;0;„Laufend“ bezeichnet regelmäßig wiederkehrende Kosten während des Betriebs.;
rechnungen-088;Rechnungen;ROI-Amortisation;medium;Eine Investition kostet 50.000 €. Der jährliche Rückfluss beträgt 10.000 €. Wie lange beträgt die statische Amortisationsdauer?;2 Jahre;5 Jahre;10 Jahre;50 Jahre;1;Amortisation = Investition / jährlicher Rückfluss = 50.000 / 10.000 = 5 Jahre.;
rechnungen-089;Rechnungen;ROI-Amortisation;medium;Der Gewinn einer Investition beträgt 20.000 € und das eingesetzte Kapital 100.000 €. Wie hoch ist der ROI?;5 %;20 %;50 %;120 %;1;ROI = 20.000 / 100.000 × 100 = 20 %.;
rechnungen-090;Rechnungen;Textverständnis;medium;Was bedeutet „die Investition amortisiert sich nach drei Jahren“?;Nach drei Jahren wurde die Investition durch die Rückflüsse wirtschaftlich ausgeglichen;Nach drei Jahren entstehen keine Betriebskosten mehr;Nach drei Jahren wird die Investition automatisch verkauft;Nach drei Jahren beträgt der ROI immer 100 %;0;Die Amortisation beschreibt den Zeitraum, bis die ursprüngliche Investition durch Rückflüsse zurückverdient wurde.;
rechnungen-091;Rechnungen;Textverständnis;medium;Was bedeutet „Absatzmenge“?;Die Anzahl der verkauften Einheiten;Die Höhe der Fixkosten;Der Verkaufspreis einer Einheit;Der Gewinn pro Jahr;0;Die Absatzmenge ist die Menge der verkauften Produkte oder Leistungen.;
rechnungen-092;Rechnungen;Textverständnis;medium;Was bedeutet „im Quartal werden 2.000 Stück verkauft“?;2.000 Stück werden pro Monat verkauft;2.000 Stück werden innerhalb von drei Monaten verkauft;2.000 Stück werden pro Jahr verkauft;2.000 Stück werden pro Woche verkauft;1;Ein Quartal umfasst drei Monate.;
rechnungen-093;Rechnungen;Textverständnis;medium;Was ist mit „Betriebsergebnis“ gemeint?;Das wirtschaftliche Ergebnis nach Abzug der relevanten Kosten;Nur der Umsatz;Nur die Absatzmenge;Der Einkaufspreis;0;Das Betriebsergebnis ergibt sich aus dem Gesamtdeckungsbeitrag abzüglich der Fixkosten.;
rechnungen-094;Rechnungen;Textverständnis;medium;Was bedeutet „ein Großkunde“?;Ein Kunde mit besonders großer Nachfrage oder großem Auftragsvolumen;Ein Kunde mit einem großen Gebäude;Ein Kunde, der nur einmal bestellt;Ein Lieferant;0;Ein Großkunde kauft typischerweise große Mengen oder hat ein bedeutendes Auftragsvolumen.;
rechnungen-095;Rechnungen;Textverständnis;medium;Was ist ein „Zusatzauftrag“?;Ein bereits stornierter Auftrag;Ein zusätzlicher Auftrag neben den bisherigen Aufträgen;Der erste Auftrag eines Unternehmens;Ein Auftrag ohne Preis;1;Ein Zusatzauftrag kommt zu den bereits vorhandenen Aufträgen hinzu.;
rechnungen-096;Rechnungen;Textverständnis;medium;Was verlangt die Anweisung „Begründe“?;Nur eine Zahl nennen;Eine Antwort mit einem nachvollziehbaren Grund erklären;Eine Formel abschreiben;Die Aufgabe überspringen;1;„Begründe“ bedeutet, dass die Antwort erklärt und argumentativ gestützt werden soll.;
rechnungen-097;Rechnungen;Textverständnis;medium;Was bedeutet „Der Kunde möchte 500 Stück für 5 € pro Stück abnehmen“?;Der Kunde möchte 500 Stück für jeweils 5 € kaufen;Der Kunde möchte die Produktion um 500 Stück reduzieren;Der Kunde zahlt insgesamt nur 5 €;Der Kunde gibt 500 Stück zurück;0;„Abnehmen“ bedeutet im Handel, eine angebotene Menge zu kaufen beziehungsweise zu übernehmen.;
rechnungen-098;Rechnungen;Textverständnis;medium;Was bedeutet „die Nachfrage steigt“?;Weniger Kunden möchten das Produkt kaufen;Mehr vom Produkt wird nachgefragt;Der Verkaufspreis muss sinken;Die Fixkosten verschwinden;1;Steigende Nachfrage bedeutet, dass Kunden eine größere Menge kaufen möchten.;
rechnungen-099;Rechnungen;Textverständnis;medium;Was bedeutet „die Fertigungskapazität ist auf 1.000 Stück begrenzt“?;Mindestens 1.000 Stück müssen produziert werden;Es können maximal 1.000 Stück produziert werden;Genau 1.000 Stück müssen verkauft werden;Die Produktion kostet 1.000 €;1;„Begrenzt auf“ bezeichnet hier die maximal verfügbare Produktionsmenge.;
rechnungen-100;Rechnungen;Textverständnis;medium;Was bedeutet „200 weitere SSDs verkaufen“?;Insgesamt nur 200 SSDs verkaufen;200 SSDs zusätzlich zur bisherigen Menge verkaufen;200 SSDs weniger verkaufen;200 SSDs kostenlos abgeben;1;„Weitere“ bedeutet hier zusätzliche Einheiten.;
rechnungen-101;Rechnungen;Textverständnis;medium;Was bedeutet „die HDD-Produktion um 200 Stück senken“?;Die neue HDD-Produktion beträgt automatisch 200 Stück;200 Stück zur bisherigen Produktion hinzufügen;200 Stück weniger produzieren;Die Produktion auf null setzen;2;„Um 200 Stück senken“ bedeutet, die bisherige Menge um 200 zu reduzieren.;
rechnungen-102;Rechnungen;Textverständnis;medium;Was bedeutet „Lohnt sich die Umstellung?“;Ist die Änderung wirtschaftlich vorteilhaft?;Ist die Änderung technisch überhaupt möglich?;Wie viele Mitarbeiter gibt es?;Wie lautet der Produktname?;0;„Lohnt sich“ fragt nach dem wirtschaftlichen Vorteil einer Änderung.;
rechnungen-103;Rechnungen;Textverständnis;medium;Was bedeutet „ein Paket einstellen“ im wirtschaftlichen Kontext?;Den Preis des Pakets konfigurieren;Das Paket nicht mehr anbieten;Das Paket teurer machen;Das Paket automatisch verlängern;1;Ein Produkt oder Angebot „einstellen“ bedeutet hier, es aus dem Angebot zu nehmen.;
rechnungen-104;Rechnungen;Textverständnis;medium;Was sind „frei werdende Ressourcen“?;Ressourcen, die nach einer Änderung nicht mehr benötigt werden und anderweitig genutzt werden können;Kostenlose Produkte;Neue Fixkosten;Nicht verwendbare Geräte;0;„Frei werdend“ bedeutet, dass Kapazitäten verfügbar werden.;
rechnungen-105;Rechnungen;Textverständnis;medium;Was bedeutet „Fixkosten bleiben gleich“?;Die Fixkosten steigen;Die Fixkosten sinken;Die Fixkosten verändern sich nicht;Es gibt keine Fixkosten mehr;2;„Gleich bleiben“ bedeutet, dass sich der Wert nicht verändert.;
rechnungen-106;Rechnungen;Break-Even;medium;Was ist der „Ist-Absatz“?;Die tatsächlich erreichte Absatzmenge;Die maximal mögliche Absatzmenge;Die geplante Absatzmenge für nächstes Jahr;Die Break-Even-Menge;0;„Ist“ bezeichnet in solchen Aufgaben den tatsächlich vorhandenen oder erreichten Wert.;
rechnungen-107;Rechnungen;Break-Even;medium;Ein Betrieb verkauft mehr als die Break-Even-Menge. Was beschreibt die „Sicherheitsspanne“?;Wie weit der tatsächliche Absatz über der Break-Even-Menge liegt;Den Unterschied zwischen zwei Verkaufspreisen;Die Höhe der Fixkosten;Die maximale Produktionskapazität;0;Die Sicherheitsspanne ist die Differenz zwischen Ist-Absatz und Break-Even-Menge.;
rechnungen-108;Rechnungen;Textverständnis;medium;Eine Aufgabe fragt „Wie verändert sich der BEP, wenn die Fixkosten steigen?“ Was soll gemacht werden?;Nur den alten BEP nennen;Den neuen BEP berechnen und mit dem alten vergleichen;Nur die zusätzlichen Fixkosten nennen;Den Verkaufspreis ändern;1;„Wie verändert sich“ verlangt einen Vergleich des Zustands vor und nach der Änderung.;
rechnungen-109;Rechnungen;Break-Even;medium;Was bedeutet „gewichteter BEP“ in einer Aufgabe mit mehreren Produktvarianten?;Ein Break-Even unter Berücksichtigung der jeweiligen Anteile der Varianten;Ein BEP, der in Kilogramm angegeben wird;Nur der BEP des teuersten Produkts;Der durchschnittliche Verkaufspreis ohne Kosten;0;Bei mehreren Varianten werden deren Anteile beziehungsweise Gewichtungen berücksichtigt.;
rechnungen-110;Rechnungen;Textverständnis;medium;Was bedeutet „40 % Premium- und 60 % Basis-Nutzer“?;Jeder Nutzer verwendet beide Versionen;Die erwartete Nutzerverteilung beträgt 40 zu 60 Prozent;Premium kostet 40 % mehr;Es gibt insgesamt nur 100 Nutzer;1;Die Prozentwerte beschreiben die erwartete Verteilung der Nutzer auf die beiden Varianten.;
rechnungen-111;Rechnungen;Textverständnis;medium;Was ist eine „Anfangsinvestition“?;Eine regelmäßig monatlich anfallende Ausgabe;Eine Investition, die zu Beginn eines Projekts oder Services anfällt;Der jährliche Gewinn;Der Break-Even-Umsatz;1;Die Anfangsinvestition ist der Betrag, der zunächst für den Start eingesetzt werden muss.;
rechnungen-112;Rechnungen;Textverständnis;medium;Was bedeutet „laufende Fixkosten“?;Einmalige Anschaffungskosten;Regelmäßig wiederkehrende Fixkosten;Variable Kosten pro Stück;Gewinne eines Unternehmens;1;„Laufend“ bezeichnet Kosten, die regelmäßig erneut anfallen.;
rechnungen-113;Rechnungen;Textverständnis;medium;Was bedeutet „monatlich profitabel“?;Der Service erzeugt auf Monatsbasis einen Gewinn;Der Service wird jeden Monat teurer;Der Service hat keine Kosten;Der Service verkauft jeden Monat genau ein Produkt;0;„Profitabel“ bedeutet gewinnbringend.;
rechnungen-114;Rechnungen;Textverständnis;medium;Was bedeutet „Nach wie vielen Monaten ist die Anfangsinvestition amortisiert?“;Wann ist die Investition durch die erwirtschafteten Rückflüsse ausgeglichen?;Wann endet der Service?;Wann steigen die Fixkosten?;Wann wird die Investition erneut bezahlt?;0;Die Frage sucht die Amortisationsdauer.;
rechnungen-115;Rechnungen;Textverständnis;medium;Was bedeutet „vor und nach der Investition“?;Nur der Zustand nach der Investition;Die beiden Situationen müssen miteinander verglichen werden;Nur der alte Zustand;Die Investition soll ignoriert werden;1;„Vor und nach“ fordert einen Vergleich zweier Zustände.;
rechnungen-116;Rechnungen;Textverständnis;medium;Was bedeutet „durchschnittlich 10 Teilnehmer“?;Immer genau 10 Teilnehmer an jedem einzelnen Termin;Im Mittel sind es 10 Teilnehmer;Mindestens 10 Teilnehmer;Maximal 10 Teilnehmer;1;„Durchschnittlich“ bedeutet im Mittel oder durchschnittlich über mehrere Fälle.;
rechnungen-117;Rechnungen;Textverständnis;medium;Was bedeutet „maximaler Gewinn“?;Der kleinstmögliche Gewinn;Der höchstmögliche Gewinn unter den gegebenen Bedingungen;Der Break-Even-Point;Der Umsatz ohne Kosten;1;„Maximal“ bezeichnet den größtmöglichen Wert.;
rechnungen-118;Rechnungen;Textverständnis;medium;Was bedeutet „zusätzliche Bestellungen sind nötig“?;Weitere Bestellungen werden benötigt;Bestellungen müssen storniert werden;Die vorhandenen Bestellungen reichen immer aus;Die Bestellwerte müssen sinken;0;„Nötig“ bedeutet notwendig oder erforderlich.;
rechnungen-119;Rechnungen;Textverständnis;medium;Was bedeutet „den BEP halten“?;Den Break-Even trotz einer Veränderung auf dem gewünschten Niveau beibehalten;Den Verkauf vollständig stoppen;Den BEP ignorieren;Die Fixkosten verdoppeln;0;„Halten“ bedeutet hier, einen bestimmten Zustand beziehungsweise Wert beizubehalten.;
rechnungen-120;Rechnungen;Textverständnis;medium;Was ist mit „Eigenbetrieb“ gemeint?;Der Service wird vom Unternehmen selbst betrieben;Der Service wird vollständig von einem Partner betrieben;Der Service wird kostenlos angeboten;Der Service wird eingestellt;0;Beim Eigenbetrieb übernimmt das Unternehmen den Betrieb selbst.;
rechnungen-121;Rechnungen;Textverständnis;medium;Was ist mit „Partnermodell“ gemeint?;Das Unternehmen arbeitet beim Angebot mit einem Partner zusammen;Das Unternehmen hat keine Kunden;Das Unternehmen produziert ausschließlich Hardware;Alle Kosten werden zu Fixkosten;0;Ein Partnermodell bezieht einen externen oder geschäftlichen Partner in die Leistung ein.;
rechnungen-122;Rechnungen;Textverständnis;medium;Was bedeutet „Modell A ist profitabler als Modell B“?;Modell A erzielt unter den betrachteten Bedingungen das bessere Gewinnergebnis;Modell A hat immer höhere Kosten;Modell A verkauft weniger;Beide Modelle sind gleich;0;„Profitabler“ bedeutet gewinnbringender.;
rechnungen-123;Rechnungen;Wirtschaftlichkeit;medium;Was bedeutet „Erlöse erzielt“?;Einnahmen beziehungsweise Erträge wurden erwirtschaftet;Kosten wurden bezahlt;Produkte wurden vernichtet;Mitarbeiter wurden eingestellt;0;„Erzielen“ bedeutet in diesem Zusammenhang wirtschaftlich erreichen oder erwirtschaften.;
rechnungen-124;Rechnungen;Textverständnis;medium;Was bedeutet „Die Gesamtkosten betrugen 162.000 €“?;Die Gesamtkosten stiegen um 162.000 €;Die Gesamtkosten hatten den Wert 162.000 €;Die Gesamtkosten sanken auf null;Der Gewinn betrug 162.000 €;1;„Betrugen“ ist die Vergangenheitsform von „betragen“ und gibt einen Wert an.;
rechnungen-125;Rechnungen;Textverständnis;medium;Was bedeutet „eine Rangfolge erstellen“?;Die Möglichkeiten in eine bestimmte Reihenfolge bringen;Nur den schlechtesten Wert nennen;Alle Werte addieren;Eine zufällige Auswahl treffen;0;Eine Rangfolge ordnet mehrere Alternativen beispielsweise vom besten zum schlechtesten Wert.;
rechnungen-126;Rechnungen;Textverständnis;medium;Was ist ein „Anbieter“ in einer Aufgabe über zwei Serverlösungen?;Ein Unternehmen, das eine Ware oder Dienstleistung anbietet;Der Kunde, der die Lösung kauft;Ein Mitarbeiter der Buchhaltung;Eine Kennzahl;0;Der Anbieter stellt ein Produkt oder eine Dienstleistung zum Kauf beziehungsweise zur Nutzung bereit.;
rechnungen-127;Rechnungen;Textverständnis;medium;Was bedeutet „erwartete Nutzungsdauer“?;Der Zeitraum, über den die Nutzung voraussichtlich stattfinden wird;Die Garantiezeit muss exakt gleich lang sein;Die Lieferzeit;Die Dauer eines Arbeitstages;0;„Erwartet“ zeigt, dass es sich um einen angenommenen zukünftigen Wert handelt.;
rechnungen-128;Rechnungen;Textverständnis;medium;Was bedeutet „Eigenentwicklung“ bei Software?;Das Unternehmen entwickelt die Software selbst;Das Unternehmen kauft eine fertige Lizenz;Die Software wird kostenlos bereitgestellt;Die Software wird nicht genutzt;0;Eigenentwicklung bedeutet Entwicklung durch das eigene Unternehmen.;
rechnungen-129;Rechnungen;Textverständnis;medium;Was bedeutet „Upselling“ bei einem Angebot mit Standard- und Premium-Service?;Kunden werden zu einer höherwertigen beziehungsweise teureren Variante bewegt;Der Preis wird für alle Kunden gesenkt;Produkte werden nicht mehr verkauft;Fixkosten werden abgeschafft;0;Beim Upselling wird einem Kunden eine höherwertige Premiumvariante anstelle der Standardvariante angeboten.;
rechnungen-130;Rechnungen;Textverständnis;medium;Was bedeutet „bei gleichbleibenden Kosten“?;Die Kosten verändern sich nicht;Die Kosten werden vollständig gestrichen;Die Kosten steigen proportional zum Umsatz;Die Kosten werden halbiert;0;„Gleichbleibend“ bedeutet unverändert.;
rechnungen-131;Rechnungen;ROI-Amortisation;medium;Was bedeutet „Return on Investment (ROI)“?;Das Verhältnis von Gewinn zum eingesetzten Kapital;Das Verhältnis von Umsatz zu Fixkosten;Die Zeit bis zum Break-Even;Die Summe aller Betriebskosten;0;Der ROI misst die Rentabilität einer Investition und setzt den Gewinn ins Verhältnis zum eingesetzten Kapital.;
rechnungen-132;Rechnungen;ROI-Amortisation;medium;Was bedeutet „eingesetztes Kapital“?;Das Kapital, das für die Investition eingesetzt wurde;Der gesamte Jahresumsatz;Nur die laufenden Kosten;Die Absatzmenge;0;Bei einer Investition ist das eingesetzte Kapital der dafür aufgewendete Geldbetrag, also die Investitionssumme.;
rechnungen-133;Rechnungen;ROI-Amortisation;medium;Was ist die „Investitionssumme“?;Der insgesamt investierte Geldbetrag;Der jährliche Gewinn;Die Summe aller verkauften Stücke;Die Differenz zwischen Erlös und Kosten;0;Die Investitionssumme ist der Geldbetrag, der in eine Investition eingebracht wird.;
rechnungen-134;Rechnungen;Textverständnis;medium;Was bedeutet „Mehrerlös“?;Zusätzlicher Erlös im Vergleich zum bisherigen Zustand;Eine zusätzliche Ausgabe;Ein geringerer Umsatz;Eine Fixkostensteigerung;0;„Mehrerlös“ bezeichnet zusätzlich erzielten Erlös.;
rechnungen-135;Rechnungen;Textverständnis;medium;Was bedeutet „zusätzliche Kosten“?;Kosten, die zu den bisherigen Kosten hinzukommen;Kosten, die bereits enthalten sind;Kosten, die gestrichen werden;Kosten, die nur bei Verlust entstehen;0;Zusätzliche Kosten erhöhen die bisherigen Kosten.;
rechnungen-136;Rechnungen;Textverständnis;medium;Was bedeutet „Einsparung“?;Ein Betrag, der gegenüber dem bisherigen Zustand nicht mehr ausgegeben werden muss;Eine zusätzliche Investition;Ein höherer Verkaufspreis;Ein Umsatzverlust;0;Eine Einsparung reduziert den bisherigen Aufwand beziehungsweise die bisherigen Kosten.;
rechnungen-137;Rechnungen;ROI-Amortisation;medium;Eine Investition bringt 18.000 € Mehrerlös und verursacht 5.000 € zusätzliche Kosten. Wie hoch ist der jährliche Gewinn aus der Investition?;13.000 €;18.000 €;23.000 €;5.000 €;0;Gewinn = Mehrerlös - zusätzliche Kosten = 13.000 €.;
rechnungen-138;Rechnungen;ROI-Amortisation;medium;Eine Investition kostet 50.000 € und erzeugt 13.000 € jährlichen Gewinn. Wie hoch ist der ROI?;13 %;20 %;26 %;38 %;2;ROI = 13.000 / 50.000 × 100 = 26 %.;
rechnungen-139;Rechnungen;Textverständnis;medium;Was bedeutet „jährliche Einsparung“?;Ein Betrag, der jedes Jahr eingespart wird;Ein einmaliger Rabatt;Der jährliche Umsatz;Die Investitionssumme;0;„Jährlich“ bedeutet pro Jahr.;
rechnungen-140;Rechnungen;Textverständnis;medium;Was sind „laufende Kosten“ einer Investition?;Regelmäßig wiederkehrende Kosten während der Nutzung;Nur der einmalige Kaufpreis;Der gesamte Gewinn;Die anfängliche Investitionssumme;0;Laufende Kosten fallen während des Betriebs wiederholt an.;
rechnungen-141;Rechnungen;ROI-Amortisation;medium;Ein Ticketsystem spart jährlich 6.200 € ein und verursacht 1.800 € laufende Kosten. Wie hoch ist der jährliche Nettoeffekt?;4.400 €;6.200 €;8.000 €;1.800 €;0;6.200 € - 1.800 € = 4.400 €.;
rechnungen-142;Rechnungen;Textverständnis;medium;Was bedeutet „im ersten Jahr“?;Nur der Zeitraum des ersten Jahres wird betrachtet;Alle zukünftigen Jahre werden addiert;Nur der Investitionsmonat wird betrachtet;Der Zeitraum spielt keine Rolle;0;Die Betrachtung ist auf das erste Jahr begrenzt.;
rechnungen-143;Rechnungen;ROI-Amortisation;medium;Was bedeutet „amortisiert“?;Die Investition wurde durch Rückflüsse wirtschaftlich ausgeglichen;Die Investition verursacht keine laufenden Kosten mehr;Die Investition wurde verkauft;Der Umsatz wurde verdoppelt;0;Eine Investition ist amortisiert, wenn ihre ursprünglichen Kosten durch Rückflüsse ausgeglichen wurden.;
rechnungen-144;Rechnungen;Textverständnis;medium;Was bedeutet „Kapital eingesetzt“?;Kapital wurde für einen wirtschaftlichen Zweck verwendet;Kapital wurde vollständig vernichtet;Kapital wurde nur auf ein Konto überwiesen;Kapital wurde nicht genutzt;0;„Eingesetzt“ bedeutet hier wirtschaftlich verwendet beziehungsweise investiert.;
rechnungen-145;Rechnungen;ROI-Amortisation;medium;Ein Unternehmen setzt 200.000 € Kapital ein und erzielt 36.000 € Gewinn. Wie hoch ist der ROI?;12 %;18 %;36 %;72 %;1;ROI = 36.000 / 200.000 × 100 = 18 %.;
rechnungen-146;Rechnungen;ROI-Amortisation;medium;Was bedeutet „Umsatzrentabilität“ in der DuPont-Formel?;Gewinn im Verhältnis zum Umsatz;Umsatz im Verhältnis zum Kapital;Gewinn im Verhältnis zu den Fixkosten;Kosten im Verhältnis zum Umsatz;0;Die Umsatzrentabilität in Prozent berechnet sich als Gewinn / Umsatz × 100.;
rechnungen-147;Rechnungen;ROI-Amortisation;medium;Was bedeutet „Kapitalumschlag“?;Umsatz im Verhältnis zum eingesetzten Kapital;Gewinn im Verhältnis zum Umsatz;Fixkosten im Verhältnis zum Kapital;Investition im Verhältnis zur Nutzungsdauer;0;Der Kapitalumschlag wird als Umsatz / eingesetztes Kapital berechnet.;
rechnungen-148;Rechnungen;Textverständnis;medium;Was verlangt „Berechne den ROI über die DuPont-Formel und vergleiche“?;Den ROI über Umsatzrentabilität und Kapitalumschlag berechnen und mit dem direkten ROI vergleichen;Nur den Gewinn berechnen;Nur den Umsatz berechnen;Die Investition ignorieren;0;„Vergleiche“ bedeutet, die Ergebnisse gegenüberzustellen.;
rechnungen-149;Rechnungen;Textverständnis;medium;Was bedeutet „rentabler“?;Wirtschaftlich vorteilhafter beziehungsweise ertragreicher im Verhältnis zum eingesetzten Kapital;Teurer;Mit höheren Fixkosten;Mit mehr Mitarbeitern;0;„Rentabler“ bedeutet, dass eine Investition eine bessere Rentabilität aufweist.;
rechnungen-150;Rechnungen;ROI-Amortisation;medium;Projekt A hat einen ROI von 35 %, Projekt B von 32 %. Welches Projekt ist nach ROI rentabler?;Projekt A;Projekt B;Beide gleich;Nicht bestimmbar;0;Bei ansonsten gleicher Betrachtung zeigt der höhere ROI die höhere Rentabilität.;
rechnungen-151;Rechnungen;Textverständnis;medium;Was bedeutet „Budget“?;Der verfügbare finanzielle Rahmen;Der erzielte Gewinn;Die Absatzmenge;Die Höhe des ROI;0;Ein Budget legt fest, wie viel Geld für einen Zweck zur Verfügung steht.;
rechnungen-152;Rechnungen;Textverständnis;medium;Was bedeutet „Das Unternehmen hat nur 65.000 € Budget“?;Es stehen maximal 65.000 € zur Verfügung;Mindestens 65.000 € müssen ausgegeben werden;Das Unternehmen erzielt 65.000 € Gewinn;Die Fixkosten betragen 65.000 €;0;„Nur“ begrenzt hier den verfügbaren finanziellen Rahmen.;
rechnungen-153;Rechnungen;Textverständnis;medium;Was verlangt „Welche Empfehlung gibst du?“;Eine begründete Entscheidung auf Basis der berechneten Werte;Nur eine Formel;Nur den höchsten Preis nennen;Keine Berechnung verwenden;0;Eine Empfehlung sollte aus den Ergebnissen abgeleitet und begründet werden.;
rechnungen-154;Rechnungen;Textverständnis;medium;Was bedeutet „erwartete Einsparungen“?;Voraussichtlich künftig eingesparte Kosten;Bereits sicher erzielter Gewinn;Einmalige Investitionskosten;Ungeplante Zusatzkosten;0;„Erwartet“ bezeichnet einen angenommenen zukünftigen Wert.;
rechnungen-155;Rechnungen;Textverständnis;medium;Was bedeutet „kumuliert“?;Über mehrere Zeiträume aufsummiert;Durchschnittlich pro Jahr;Nur im letzten Jahr;Um einen Prozentsatz reduziert;0;„Kumuliert“ bedeutet, dass Werte fortlaufend addiert werden.;
rechnungen-156;Rechnungen;ROI-Amortisation;medium;Die Gewinne über vier Jahre betragen -7.000 €, 17.000 €, 24.000 € und 30.000 €. Was bedeutet „kumulierten Gewinn berechnen“?;Alle vier Jahresergebnisse addieren;Nur Jahr 4 verwenden;Den Durchschnitt bilden;Nur positive Jahre berücksichtigen;0;Kumuliert bedeutet, die Werte über den betrachteten Zeitraum zu summieren.;
rechnungen-157;Rechnungen;Textverständnis;medium;Was bedeutet „In welchem Jahr wird der Break-Even erreicht?“;Gesucht ist das Jahr, in dem die kumulierten Erträge beziehungsweise Rückflüsse die relevanten Kosten ausgleichen;Gesucht ist das Jahr mit dem höchsten Umsatz;Gesucht ist nur das erste Jahr;Gesucht ist die Nutzungsdauer;0;Die Frage sucht den Zeitpunkt der Kostendeckung.;
rechnungen-158;Rechnungen;Textverständnis;medium;Was bedeutet „Marketingkampagne durchgeführt“?;Eine Marketingmaßnahme wurde umgesetzt;Eine Investition wurde storniert;Ein Produkt wurde eingestellt;Ein Unternehmen wurde verkauft;0;„Durchgeführt“ bedeutet umgesetzt beziehungsweise ausgeführt.;
rechnungen-159;Rechnungen;Textverständnis;medium;Was bedeutet „neu gewonnene Kunden“?;Zusätzliche Kunden, die durch eine Maßnahme gewonnen wurden;Alle bisherigen Kunden;Verlorene Kunden;Nur Premium-Kunden;0;„Gewonnen“ bedeutet hier als neue Kunden gewonnen.;
rechnungen-160;Rechnungen;Textverständnis;medium;Was bedeutet „Marge“?;Der Betrag oder Anteil des Erlöses, der nach Abzug der berücksichtigten Kosten verbleibt;Die Gesamtzahl der Kunden;Die Investitionsdauer;Die Höhe der Fixkosten;0;Die absolute Marge ist Erlös minus berücksichtigte Kosten. Die prozentuale Marge setzt diese Differenz ins Verhältnis zum Erlös.;
rechnungen-161;Rechnungen;ROI-Amortisation;medium;45 Neukunden erzielen je 1.200 € Jahresumsatz. Wie hoch ist der gesamte zusätzliche Jahresumsatz?;45.000 €;54.000 €;1.245 €;27.000 €;1;45 × 1.200 € = 54.000 €.;
rechnungen-162;Rechnungen;ROI-Amortisation;medium;Der zusätzliche Umsatz beträgt 54.000 € und die Marge 25 %. Wie hoch ist der daraus resultierende Gewinn vor Kampagnenkosten?;13.500 €;21.600 €;25.000 €;54.000 €;0;54.000 × 0,25 = 13.500 €.;
rechnungen-163;Rechnungen;Textverständnis;medium;Was bedeutet „mindestens bringen müssen, damit der ROI positiv ist“?;Gesucht ist die kleinste Anzahl, bei der ein positiver ROI entsteht;Gesucht ist die größte mögliche Anzahl;Gesucht ist nur der Umsatz;Gesucht ist die Zahl der Mitarbeiter;0;„Mindestens“ verlangt die Untergrenze, ab der die Bedingung erfüllt wird.;
rechnungen-164;Rechnungen;Textverständnis;medium;Was bedeutet „alte Drucker behalten“?;Die bisherigen Geräte weiterhin nutzen;Die Geräte sofort verkaufen;Neue Geräte kaufen;Die Drucker kostenlos abgeben;0;„Behalten“ bedeutet nicht ersetzen oder abgeben.;
rechnungen-165;Rechnungen;Textverständnis;medium;Was bedeutet „Geräte ersetzen“?;Alte Geräte durch neue austauschen;Zusätzliche Geräte behalten;Geräte reparieren, ohne sie zu wechseln;Den Verkaufspreis ändern;0;„Ersetzen“ bedeutet, etwas durch etwas anderes auszutauschen.;
